
INFO  | New session: 19/12/2565 23:53:51

INFO  | New session: 20/12/2565 0:01:22

INFO  | New session: 20/12/2565 0:01:46

INFO  | New session: 20/12/2565 0:02:27

INFO  | New session: 20/12/2565 0:02:30

INFO  | New session: 20/12/2565 0:03:15

INFO  | New session: 20/12/2565 0:04:25

INFO  | New session: 20/12/2565 0:06:17

INFO  | New session: 20/12/2565 0:06:24

INFO  | New session: 20/12/2565 0:06:39

INFO  | New session: 20/12/2565 0:08:15

INFO  | New session: 20/12/2565 0:08:47

INFO  | New session: 20/12/2565 0:09:28

INFO  | New session: 20/12/2565 0:09:37

INFO  | New session: 20/12/2565 0:10:48

INFO  | New session: 20/12/2565 0:11:09

INFO  | New session: 20/12/2565 0:12:27

INFO  | New session: 20/12/2565 0:14:00

INFO  | New session: 20/12/2565 0:14:06

INFO  | New session: 20/12/2565 0:18:39

INFO  | New session: 20/12/2565 0:19:28

INFO  | New session: 20/12/2565 0:19:42

INFO  | New session: 20/12/2565 0:21:44

INFO  | New session: 20/12/2565 0:22:02

INFO  | New session: 20/12/2565 0:22:37

INFO  | New session: 20/12/2565 0:23:16

INFO  | New session: 20/12/2565 0:23:28

INFO  | New session: 20/12/2565 0:23:50

INFO  | New session: 20/12/2565 0:24:25

INFO  | New session: 20/12/2565 0:25:47

INFO  | New session: 20/12/2565 0:26:22

INFO  | New session: 20/12/2565 0:26:32

INFO  | New session: 20/12/2565 0:30:24

INFO  | New session: 20/12/2565 0:30:30

INFO  | New session: 20/12/2565 0:30:49

INFO  | New session: 20/12/2565 0:36:40

INFO  | New session: 20/12/2565 0:37:26

INFO  | New session: 20/12/2565 0:41:06

INFO  | New session: 20/12/2565 0:41:52

INFO  | New session: 20/12/2565 0:42:48

INFO  | New session: 20/12/2565 0:43:51

INFO  | New session: 20/12/2565 0:44:41

INFO  | New session: 20/12/2565 0:45:48

INFO  | New session: 20/12/2565 0:48:59

INFO  | New session: 20/12/2565 0:50:46

INFO  | New session: 20/12/2565 0:50:58

INFO  | New session: 20/12/2565 0:56:24

INFO  | New session: 20/12/2565 1:01:38

INFO  | New session: 20/12/2565 1:02:45

INFO  | New session: 20/12/2565 1:02:57

INFO  | New session: 20/12/2565 1:03:05

INFO  | New session: 20/12/2565 1:03:36

INFO  | New session: 20/12/2565 1:04:00

INFO  | New session: 20/12/2565 1:05:31

INFO  | New session: 20/12/2565 1:11:52

INFO  | New session: 20/12/2565 1:13:08

INFO  | New session: 20/12/2565 1:13:55

INFO  | New session: 20/12/2565 1:14:59

INFO  | New session: 20/12/2565 1:15:13

INFO  | New session: 20/12/2565 1:15:48

INFO  | New session: 20/12/2565 1:20:36

INFO  | New session: 20/12/2565 1:20:49

INFO  | New session: 20/12/2565 1:22:52

INFO  | New session: 20/12/2565 1:23:10

INFO  | New session: 20/12/2565 1:24:02

INFO  | New session: 20/12/2565 1:26:53

INFO  | New session: 20/12/2565 1:28:44

INFO  | New session: 20/12/2565 1:29:54

INFO  | New session: 20/12/2565 1:36:54

INFO  | New session: 20/12/2565 1:37:33

INFO  | New session: 20/12/2565 1:37:42

INFO  | New session: 20/12/2565 1:39:54

INFO  | New session: 20/12/2565 1:40:44

INFO  | New session: 20/12/2565 1:41:30

INFO  | New session: 20/12/2565 1:44:00

INFO  | New session: 20/12/2565 1:44:14

INFO  | New session: 20/12/2565 1:44:24

INFO  | New session: 20/12/2565 1:45:06

INFO  | New session: 20/12/2565 1:49:29

INFO  | New session: 20/12/2565 1:51:11

INFO  | New session: 20/12/2565 1:51:30

INFO  | New session: 20/12/2565 1:52:18

INFO  | New session: 20/12/2565 1:52:42

INFO  | New session: 20/12/2565 1:54:17

INFO  | New session: 20/12/2565 1:54:31

INFO  | New session: 20/12/2565 1:54:50

INFO  | New session: 20/12/2565 1:57:43

INFO  | New session: 20/12/2565 1:59:04

INFO  | New session: 20/12/2565 1:59:33

INFO  | New session: 20/12/2565 1:59:51

INFO  | New session: 20/12/2565 2:01:23

INFO  | New session: 20/12/2565 2:02:06

INFO  | New session: 20/12/2565 2:02:20

INFO  | New session: 20/12/2565 2:02:54

INFO  | New session: 20/12/2565 2:06:43

INFO  | New session: 20/12/2565 2:07:15

INFO  | New session: 20/12/2565 2:07:37

INFO  | New session: 20/12/2565 2:08:19

INFO  | New session: 20/12/2565 2:08:52

INFO  | New session: 20/12/2565 2:35:20

INFO  | New session: 20/12/2565 2:36:59

INFO  | New session: 20/12/2565 2:37:46

INFO  | New session: 20/12/2565 2:38:57

INFO  | New session: 20/12/2565 2:39:55

INFO  | New session: 20/12/2565 2:40:06

INFO  | New session: 20/12/2565 2:41:30

INFO  | New session: 20/12/2565 8:23:54

INFO  | New session: 20/12/2565 8:27:00

INFO  | New session: 20/12/2565 8:27:27

INFO  | New session: 20/12/2565 8:27:37

INFO  | New session: 20/12/2565 8:27:45

INFO  | New session: 20/12/2565 8:40:04

INFO  | New session: 20/12/2565 8:41:54

INFO  | New session: 20/12/2565 8:42:16

INFO  | New session: 20/12/2565 8:42:41

INFO  | New session: 20/12/2565 8:46:23

INFO  | New session: 20/12/2565 8:46:55

INFO  | New session: 20/12/2565 8:47:10

INFO  | New session: 20/12/2565 8:48:38

INFO  | New session: 20/12/2565 8:49:32

INFO  | New session: 20/12/2565 8:50:18

INFO  | New session: 20/12/2565 8:52:26

INFO  | New session: 20/12/2565 8:53:57

INFO  | New session: 20/12/2565 8:54:13

INFO  | New session: 20/12/2565 8:54:39

INFO  | New session: 20/12/2565 8:55:28

INFO  | New session: 20/12/2565 8:58:38

INFO  | New session: 20/12/2565 8:59:00

INFO  | New session: 20/12/2565 9:08:18

INFO  | New session: 20/12/2565 9:08:54

INFO  | New session: 20/12/2565 9:09:20

INFO  | New session: 20/12/2565 9:10:36

INFO  | New session: 20/12/2565 9:10:58

INFO  | New session: 20/12/2565 9:11:25

INFO  | New session: 20/12/2565 9:12:13

INFO  | New session: 20/12/2565 9:12:58

INFO  | New session: 20/12/2565 9:15:30

INFO  | New session: 20/12/2565 9:17:16

INFO  | New session: 20/12/2565 9:19:18

INFO  | New session: 20/12/2565 9:22:27

INFO  | New session: 20/12/2565 9:37:58

INFO  | New session: 20/12/2565 9:40:00

INFO  | New session: 20/12/2565 9:41:41

INFO  | New session: 20/12/2565 9:42:40

INFO  | New session: 20/12/2565 9:45:12

INFO  | New session: 20/12/2565 10:07:16

INFO  | New session: 20/12/2565 10:07:49

INFO  | New session: 20/12/2565 10:08:12

INFO  | New session: 20/12/2565 10:08:50

INFO  | New session: 20/12/2565 11:23:21

INFO  | New session: 20/12/2565 11:23:28

INFO  | New session: 20/12/2565 11:25:25

INFO  | New session: 20/12/2565 11:27:06

INFO  | New session: 20/12/2565 11:27:51

INFO  | New session: 20/12/2565 11:41:28

INFO  | New session: 20/12/2565 11:52:22

INFO  | New session: 20/12/2565 11:52:38

INFO  | New session: 20/12/2565 11:53:19

INFO  | New session: 20/12/2565 11:53:46

INFO  | New session: 20/12/2565 11:54:22

INFO  | New session: 20/12/2565 11:55:09

INFO  | New session: 20/12/2565 11:56:01

INFO  | New session: 20/12/2565 11:56:34

INFO  | New session: 20/12/2565 11:56:40

INFO  | New session: 20/12/2565 11:57:15

INFO  | New session: 20/12/2565 11:59:11

INFO  | New session: 20/12/2565 12:00:02

INFO  | New session: 20/12/2565 12:01:00

INFO  | New session: 20/12/2565 12:05:16

INFO  | New session: 20/12/2565 12:05:46

INFO  | New session: 20/12/2565 12:06:27

INFO  | New session: 20/12/2565 12:06:52

INFO  | New session: 20/12/2565 12:22:39

INFO  | New session: 20/12/2565 12:23:54

INFO  | New session: 20/12/2565 12:25:48

INFO  | New session: 20/12/2565 12:35:25

INFO  | New session: 20/12/2565 19:18:32

INFO  | New session: 20/12/2565 22:42:39

INFO  | New session: 21/12/2565 18:16:27

INFO  | New session: 21/12/2565 19:08:46

INFO  | New session: 21/12/2565 19:08:50

INFO  | New session: 21/12/2565 19:09:02

INFO  | New session: 21/12/2565 20:43:14

INFO  | New session: 21/12/2565 20:43:27

INFO  | New session: 21/12/2565 20:45:05

INFO  | New session: 21/12/2565 20:45:27

INFO  | New session: 21/12/2565 20:54:37

INFO  | New session: 21/12/2565 21:54:40

INFO  | New session: 21/12/2565 21:59:30

INFO  | New session: 22/12/2565 0:37:12

INFO  | New session: 22/12/2565 0:42:19

INFO  | New session: 22/12/2565 0:45:44
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
